bias,2sAX,2sAX+BW,BW,BW+IsD,CoT,IMP,IsD,ProbeAX,sAX,sAX+BW,sAX+BW+IsD,Ø
all biases,0.022670218520779228,0.0012153741934547695,0.05304513483317492,0.00833920846297034,0.1871615691704046,0.9590908888567649,0.08179387824227823,0.0004417435249480824,0.000664583320495995,2.9552104230415857e-05,2.1355391983968116e-05,
anchoring bias,0.17965367965367965,0.48484848484848486,0.6991341991341992,0.30952380952380953,0.33582209832134224,0.8725590308923818,0.4696126238502669,1.0,0.025974025974025976,0.008658008658008658,0.015151515151515152,
availability bias,0.48484848484848486,0.17965367965367965,0.748348568843747,0.48484848484848486,0.24025974025974026,0.6991341991341992,0.3776423913808655,0.025974025974025976,0.01027183773070576,0.008658008658008658,0.004329004329004329,
bandwagon effect,0.09307359307359307,0.004329004329004329,0.09307359307359307,0.06493506493506493,0.1086945807965248,0.8181818181818182,0.17965367965367965,0.015151515151515152,0.015151515151515152,0.0021645021645021645,0.0021645021645021645,
confirmation bias,0.06493506493506493,0.06493506493506493,0.24025974025974026,0.025974025974025976,0.24025974025974026,0.8181818181818182,0.13203463203463203,0.025974025974025976,0.06493506493506493,0.0021645021645021645,0.0021645021645021645,
framing effect,0.24025974025974026,0.04112554112554113,0.3939393939393939,0.24025974025974026,0.9372294372294373,0.9372294372294373,0.30952380952380953,0.17965367965367965,0.008658008658008658,0.008658008658008658,0.008658008658008658,
hindsight bias,0.17965367965367965,0.17965367965367965,0.9372294372294373,0.6991341991341992,0.9372294372294373,0.9372294372294373,0.9372294372294373,0.422527407168231,0.30952380952380953,0.24025974025974026,0.48484848484848486,
hyperbolic discounting,0.015151515151515152,0.004329004329004329,0.04112554112554113,0.09307359307359307,0.17965367965367965,0.8181818181818182,0.17965367965367965,0.008658008658008658,0.008658008658008658,0.0021645021645021645,0.0021645021645021645,
overconfidence bias,0.012906570419653431,0.004329004329004329,0.24025974025974026,0.24025974025974026,0.3939393939393939,0.48484848484848486,0.30952380952380953,0.008658008658008658,0.004329004329004329,0.004329004329004329,0.012906570419653431,
