bias,mean_diff,ci_lower,ci_upper,p_value
Anchoring Bias,2.9187083336599997,0.551241274823953,5.286175392496046,0.024839547001300963
Availability Bias,9.173007290075622,2.1017893545836577,16.244225225567586,0.02067354070311273
Bandwagon Effect,5.046625748680543,0.8641412735920193,9.229110223769066,0.026801852297403332
Confirmation Bias,16.558321606106094,7.430134475263506,25.68650873694868,0.0055173022817939146
Framing Effect,17.05568051472915,13.624894224653262,20.48646680480504,5.2202469682573215e-05
Hindsight Bias,4.477205268614068,-7.6716120733225805,16.626022610550717,0.38696808985791026
Hyperbolic Discounting,-3.070631397212973,-10.56681264586129,4.425549851435344,0.34055402307198723
Overconfidence Bias,-2.674258109040718,-5.551924150192741,0.20340793211130537,0.06247422797527018
